Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2016-100069,2016-10-22,2016-10-28,Standard Class,CUST-2225,Corporate,United States,Phoenix,Arizona,54375,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,1433.48,3,0.3,533.95
CA-2017-100070,2018-09-26,2018-09-26,Second Class,CUST-4846,Home Office,United States,Phoenix,Arizona,39817,West,PROD-181520,Technology,Phones,Cordless Office Phone,609.49,1,0.0,40.35
CA-2018-100071,2017-09-05,2017-09-05,Second Class,CUST-6314,Consumer,United States,Phoenix,Arizona,56984,West,PROD-943888,Office Supplies,Storage,Plastic Storage Box,769.1,2,0.1,-75.38
CA-2016-100072,2016-06-10,2016-06-16,Standard Class,CUST-9153,Home Office,United States,Chicago,Illinois,40433,Central,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,831.94,4,0.0,282.31
CA-2017-100073,2018-08-10,2018-08-14,Standard Class,CUST-2210,Corporate,United States,Philadelphia,Pennsylvania,87014,East,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,978.37,6,0.2,-78.73
CA-2018-100074,2018-02-26,2018-03-05,Second Class,CUST-4886,Corporate,United States,San Jose,California,57049,West,PROD-598119,Technology,Machines,Inkjet Printer,547.73,1,0.3,-19.34
CA-2016-100075,2016-04-10,2016-04-17,First Class,CUST-4770,Home Office,United States,Philadelphia,Pennsylvania,38705,East,PROD-444595,Technology,Accessories,Mechanical Keyboard,3270.69,6,0.1,578.74
CA-2017-100076,2016-03-21,2016-03-25,Same Day,CUST-1546,Home Office,United States,Philadelphia,Pennsylvania,27224,East,PROD-344928,Furniture,Tables,Adjustable Standing Desk,1810.75,6,0.1,-218.56
CA-2018-100077,2018-01-19,2018-01-23,Standard Class,CUST-5210,Corporate,United States,Phoenix,Arizona,54396,West,PROD-266564,Furniture,Furnishings,Desk Lamp,1088.19,2,0.1,343.96
CA-2016-100078,2018-03-24,2018-03-29,Second Class,CUST-7464,Consumer,United States,Phoenix,Arizona,80329,West,PROD-293155,Furniture,Furnishings,Wall Clock,2882.23,6,0.2,434.46
CA-2017-100079,2018-01-30,2018-01-31,Standard Class,CUST-8724,Consumer,United States,San Jose,California,83584,West,PROD-173509,Office Supplies,Appliances,Office Shredder,232.08,6,0.3,80.21
CA-2018-100080,2017-09-10,2017-09-16,Second Class,CUST-3290,Consumer,United States,New York,New York,49893,East,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,1278.67,2,0.1,42.44
CA-2016-100081,2018-01-29,2018-02-04,Standard Class,CUST-7797,Home Office,United States,Los Angeles,California,74139,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,498.4,1,0.1,32.91
CA-2017-100082,2017-04-28,2017-05-03,Second Class,CUST-7018,Home Office,United States,Philadelphia,Pennsylvania,17936,East,PROD-389073,Office Supplies,Art,Dry Erase Markers,531.62,1,0.3,-77.08
CA-2018-100083,2017-03-10,2017-03-10,Second Class,CUST-6464,Consumer,United States,Chicago,Illinois,84000,Central,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,795.07,5,0.1,-2.28
CA-2016-100084,2016-10-29,2016-10-29,First Class,CUST-3370,Consumer,United States,Dallas,Texas,42853,South,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,30.27,2,0.1,4.64
CA-2017-100085,2016-02-02,2016-02-04,First Class,CUST-1858,Consumer,United States,San Antonio,Texas,78955,South,PROD-132522,Furniture,Bookcases,Sauder Heritage Bookcase,2494.09,4,0.0,177.59
CA-2018-100086,2017-03-29,2017-03-29,First Class,CUST-8504,Home Office,United States,New York,New York,17972,East,PROD-316180,Office Supplies,Storage,Mobile File Cart,381.48,6,0.3,-59.47
CA-2016-100087,2016-06-14,2016-06-19,Standard Class,CUST-2076,Consumer,United States,Phoenix,Arizona,91830,West,PROD-598119,Technology,Machines,Inkjet Printer,1493.77,5,0.3,154.35
CA-2017-100088,2018-05-31,2018-06-01,Second Class,CUST-4522,Corporate,United States,San Diego,California,39949,West,PROD-391017,Office Supplies,Art,Highlighter Pack,1342.85,4,0.0,-16.75
CA-2018-100089,2017-10-02,2017-10-06,First Class,CUST-3500,Home Office,United States,San Diego,California,18799,West,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,261.66,4,0.2,75.11
CA-2016-100090,2016-05-02,2016-05-07,Second Class,CUST-7730,Corporate,United States,San Antonio,Texas,16743,South,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,235.88,3,0.1,-25.28
CA-2017-100091,2018-09-14,2018-09-17,Second Class,CUST-6736,Home Office,United States,Philadelphia,Pennsylvania,25058,East,PROD-173509,Office Supplies,Appliances,Office Shredder,2707.59,4,0.0,447.83
CA-2018-100092,2017-07-01,2017-07-01,Standard Class,CUST-5477,Home Office,United States,Phoenix,Arizona,54541,West,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,637.32,2,0.3,-100.86
CA-2016-100093,2016-03-03,2016-03-04,Standard Class,CUST-7163,Corporate,United States,San Diego,California,54681,West,PROD-344928,Furniture,Tables,Adjustable Standing Desk,1577.31,6,0.0,520.52
CA-2017-100094,2016-11-14,2016-11-16,Second Class,CUST-2336,Corporate,United States,San Diego,California,96761,West,PROD-316180,Office Supplies,Storage,Mobile File Cart,888.67,4,0.0,6.31
CA-2018-100095,2016-08-15,2016-08-19,Same Day,CUST-9633,Home Office,United States,Phoenix,Arizona,15952,West,PROD-728041,Furniture,Furnishings,Picture Frame Set,8.89,1,0.2,3.26
CA-2016-100096,2016-10-08,2016-10-12,First Class,CUST-6375,Consumer,United States,New York,New York,75193,East,PROD-844518,Technology,Copiers,Commercial Copier 3000,553.08,2,0.1,55.4
CA-2017-100097,2017-12-26,2017-12-27,Same Day,CUST-1693,Corporate,United States,New York,New York,70260,East,PROD-344928,Furniture,Tables,Adjustable Standing Desk,1142.81,5,0.3,-30.05
CA-2018-100098,2018-04-09,2018-04-09,First Class,CUST-3815,Home Office,United States,San Diego,California,57428,West,PROD-266564,Furniture,Furnishings,Desk Lamp,491.91,2,0.3,56.26
CA-2016-100099,2018-03-21,2018-03-25,First Class,CUST-4630,Corporate,United States,Chicago,Illinois,20011,Central,PROD-797682,Technology,Phones,Smartphone X 128GB,767.14,3,0.1,-44.68
CA-2017-100100,2016-10-26,2016-10-30,Standard Class,CUST-3842,Home Office,United States,Chicago,Illinois,95918,Central,PROD-472516,Furniture,Chairs,Mesh Task Chair,1046.76,4,0.3,218.44
CA-2018-100101,2017-10-23,2017-10-28,Standard Class,CUST-8205,Consumer,United States,San Diego,California,67961,West,PROD-598119,Technology,Machines,Inkjet Printer,248.28,5,0.0,-3.42
CA-2016-100102,2018-07-14,2018-07-14,Second Class,CUST-7041,Corporate,United States,Los Angeles,California,94497,West,PROD-034706,Furniture,Storage,Mobile File Cart,1865.45,4,0.0,130.28
CA-2017-100103,2017-01-20,2017-01-25,Same Day,CUST-9214,Consumer,United States,New York,New York,69050,East,PROD-000013,Furniture,Tables,Office Desk Table,2593.36,5,0.0,-133.18
CA-2018-100104,2018-06-15,2018-06-22,Standard Class,CUST-6962,Corporate,United States,Phoenix,Arizona,60779,West,PROD-389073,Office Supplies,Art,Dry Erase Markers,3117.65,6,0.0,-6.81
CA-2016-100105,2018-03-02,2018-03-06,First Class,CUST-3463,Corporate,United States,Los Angeles,California,86380,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,1626.07,3,0.3,-199.4
CA-2017-100106,2016-06-22,2016-06-26,Same Day,CUST-6381,Consumer,United States,Dallas,Texas,22249,South,PROD-844518,Technology,Copiers,Commercial Copier 3000,263.94,1,0.1,97.84
CA-2018-100107,2017-11-30,2017-12-07,Standard Class,CUST-4711,Consumer,United States,Chicago,Illinois,20114,Central,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,1472.73,6,0.1,233.2
CA-2016-100108,2016-11-11,2016-11-13,Standard Class,CUST-3712,Home Office,United States,San Diego,California,15726,West,PROD-389073,Office Supplies,Art,Dry Erase Markers,1373.19,4,0.3,-81.84
CA-2017-100109,2017-05-04,2017-05-08,Same Day,CUST-4178,Corporate,United States,San Jose,California,67749,West,PROD-391017,Office Supplies,Art,Highlighter Pack,1909.49,5,0.1,554.01
CA-2018-100110,2016-10-10,2016-10-14,Second Class,CUST-8873,Corporate,United States,Dallas,Texas,23446,South,PROD-181520,Technology,Phones,Cordless Office Phone,489.34,1,0.2,34.05
CA-2016-100111,2018-11-17,2018-11-19,Same Day,CUST-2502,Consumer,United States,San Diego,California,55820,West,PROD-266564,Furniture,Furnishings,Desk Lamp,1454.74,4,0.1,46.11
CA-2017-100112,2016-06-16,2016-06-21,Standard Class,CUST-1461,Corporate,United States,Los Angeles,California,95191,West,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,163.15,1,0.3,35.51
CA-2018-100113,2016-10-11,2016-10-18,Same Day,CUST-1086,Consumer,United States,New York,New York,43544,East,PROD-472516,Furniture,Chairs,Mesh Task Chair,2054.05,6,0.3,-273.78
CA-2016-100114,2017-08-13,2017-08-16,First Class,CUST-2996,Consumer,United States,Houston,Texas,65027,South,PROD-844518,Technology,Copiers,Commercial Copier 3000,469.12,1,0.3,74.14
CA-2017-100115,2016-02-03,2016-02-06,Standard Class,CUST-5772,Corporate,United States,New York,New York,90584,East,PROD-152224,Office Supplies,Paper,Premium Glossy Photo Paper,1066.35,2,0.0,121.66
CA-2018-100116,2018-01-08,2018-01-09,Second Class,CUST-7397,Corporate,United States,New York,New York,93318,East,PROD-391017,Office Supplies,Art,Highlighter Pack,107.48,6,0.0,0.74
CA-2016-100117,2016-07-31,2016-08-05,Standard Class,CUST-1726,Corporate,United States,Dallas,Texas,54374,South,PROD-444595,Technology,Accessories,Mechanical Keyboard,2081.33,6,0.1,597.13
CA-2017-100118,2016-05-09,2016-05-16,Second Class,CUST-5807,Consumer,United States,New York,New York,36144,East,PROD-344928,Furniture,Tables,Adjustable Standing Desk,1125.56,5,0.3,-54.04
CA-2018-100119,2017-01-26,2017-01-30,First Class,CUST-1783,Home Office,United States,Philadelphia,Pennsylvania,45811,East,PROD-344928,Furniture,Tables,Adjustable Standing Desk,1668.6,4,0.3,5.71
CA-2016-100120,2017-01-17,2017-01-24,Same Day,CUST-7018,Home Office,United States,Phoenix,Arizona,20828,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,1742.22,4,0.1,221.76
CA-2017-100121,2017-10-19,2017-10-20,Second Class,CUST-6372,Home Office,United States,Phoenix,Arizona,50173,West,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,885.38,2,0.2,60.45
CA-2018-100122,2017-12-23,2017-12-29,First Class,CUST-1939,Consumer,United States,San Antonio,Texas,57619,South,PROD-913145,Technology,Accessories,Wireless Mouse,951.57,2,0.3,-170.45
CA-2016-100123,2016-05-17,2016-05-20,First Class,CUST-6933,Corporate,United States,San Jose,California,14244,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,902.25,3,0.0,130.24
CA-2017-100124,2018-12-20,2018-12-25,Same Day,CUST-6150,Home Office,United States,Phoenix,Arizona,42717,West,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,1666.43,4,0.0,-71.55
CA-2018-100125,2017-06-17,2017-06-24,Standard Class,CUST-5678,Home Office,United States,San Diego,California,36237,West,PROD-926655,Furniture,Chairs,Ergonomic Office Chair,398.33,4,0.3,158.68
CA-2016-100126,2017-10-16,2017-10-21,Second Class,CUST-9882,Corporate,United States,Phoenix,Arizona,30644,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,824.72,5,0.1,227.0
CA-2017-100127,2017-04-29,2017-05-06,Second Class,CUST-6912,Home Office,United States,San Jose,California,58353,West,PROD-173509,Office Supplies,Appliances,Office Shredder,3539.88,5,0.0,-51.06
CA-2018-100128,2018-09-07,2018-09-13,Same Day,CUST-2208,Consumer,United States,Philadelphia,Pennsylvania,94192,East,PROD-293155,Furniture,Furnishings,Wall Clock,2248.03,6,0.1,734.6
CA-2016-100129,2017-01-07,2017-01-09,Same Day,CUST-9238,Consumer,United States,Los Angeles,California,77908,West,PROD-000013,Furniture,Tables,Office Desk Table,470.73,2,0.1,3.58
CA-2017-100130,2018-11-28,2018-12-02,Second Class,CUST-5105,Consumer,United States,Dallas,Texas,45972,South,PROD-000013,Furniture,Tables,Office Desk Table,2315.63,5,0.1,-225.26
CA-2018-100131,2017-11-22,2017-11-22,Second Class,CUST-2330,Consumer,United States,San Jose,California,44688,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,1795.49,5,0.3,598.61
CA-2016-100132,2017-08-16,2017-08-20,Same Day,CUST-5012,Home Office,United States,San Antonio,Texas,48985,South,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,496.28,2,0.3,39.04
CA-2017-100133,2017-11-27,2017-11-29,First Class,CUST-6231,Home Office,United States,Philadelphia,Pennsylvania,62260,East,PROD-000013,Furniture,Tables,Office Desk Table,591.54,3,0.0,-23.38
CA-2018-100134,2017-05-22,2017-05-24,Second Class,CUST-1829,Corporate,United States,San Antonio,Texas,90658,South,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,1793.6,3,0.2,-154.43
CA-2016-100135,2016-11-22,2016-11-29,Same Day,CUST-9171,Corporate,United States,San Diego,California,13037,West,PROD-728041,Furniture,Furnishings,Picture Frame Set,2784.66,4,0.1,417.72
CA-2017-100136,2016-04-09,2016-04-09,First Class,CUST-9108,Home Office,United States,San Diego,California,47453,West,PROD-797682,Technology,Phones,Smartphone X 128GB,356.73,4,0.2,84.37
CA-2018-100137,2018-04-05,2018-04-10,Second Class,CUST-7563,Consumer,United States,San Jose,California,83638,West,PROD-344928,Furniture,Tables,Adjustable Standing Desk,218.5,1,0.3,56.51
CA-2016-100138,2017-07-26,2017-07-27,Standard Class,CUST-2584,Corporate,United States,Philadelphia,Pennsylvania,54444,East,PROD-245086,Technology,Machines,All-in-One Printer,677.54,2,0.3,67.79
